district,name,address,phone,mobile,email,website,contact_person,purpose,mission,url
Mumbai,"Abhas Sanskar Kendra, Mumbai",".: 11 Eagle Nest, Jai Shankar Nagar, Duckline Tulsipada, Bhandup (W) Mumbai Pin: 400078 Maharashtra",91225910905,,,https://twitter.com/share,Kiran Mathure,"Aged, Child welfare, Disaster management, Food and Nutrition, Poverty","Abhas Sanskar Kendra is a non-profitable trust engaged in the upliftment of the poor, down trodden and helpless section of society in slum areas and adivasi pockets. Tweet",https://ngosindia.org/maharashtra-ngos/abhas-sanskar-kendra-mumbai/
Mumbai,"Abhijeet Mitra Mandal, Mumbai",".: Nutan Chs 372 Room 9, Sector 3 Charkop Kandivili (W) Mumbai Pin: 400067 Maharashtra",,"919029899088,919773617648",abhikamble09@gmail.com,https://twitter.com/share,Abhijeet Kamble,,"Making a good India, help to poor people, making a green India. Tweet",https://ngosindia.org/maharashtra-ngos/abhijeet-mitra-mandal-mumbai/
Mumbai,"Abhilasha Foundation, Mumbai","Divya Vaishnavi Chs, 22, 1, Rsc 1 & 2, Opp. Reliance Energy, Borivali, Gorai-3 Mumbai Maharashtra 400091",,9867827286,project@abhilasha-foundation.org,https://www.abhilasha-foundation.org,P. Shobhana Anand,"Awareness generation, child labour, child rights, child welfare, climate change, consumer issues, development (general), education, food and nutrition, health, hiv aids, livelihood, orphanage, peace, rehabilitation, self help groups, social awareness, trafficking of women, training, tribal development, women development welfare, women’s issues, yoga, youth.","Our vision is every child has the right to survival, protection, development and participation. Abhilasha foundation works with a view to help the poor community through various activities. Every women in the society has the right to survival, protection, development and empower herself to live a normal life in the society. Our objectives: to provide basic needs for underprivileged people for their holistic development (provides food, shelter, clothing, education and medical). Tweet",https://ngosindia.org/maharashtra-ngos/abhilasha-foundation-mumbai/
Mumbai,"Abundant Life Ministries, Mumbai",".: 27/A Chapel Road, BAndhra West Mumbai Pin: 400050 Maharashtra",912226404808,,alm@vsnl.com,http://www.ali21c.org,Dr. Jerry J. DSouza,Social,"To provide the basic needs of man i.e. food, clothing and shelter amongst the poorest of the poor. Tweet",https://ngosindia.org/maharashtra-ngos/abundant-life-ministries-mumbai/
Mumbai,"Academy for Mobilising Urban Rural Action through Education, Mumbai",".: 17 Fatimabai Building, Marine Street, Dhobi Talao Mumbai Pin: 400002 Maharashtra","91226436299,0226160877",,amrae@bol.net.in,https://twitter.com/share,Sachin Fernandes,"Child welfare, Development(General), Education, Health, Human Rights, Rural Development, Sanitation, Sustainable Development, Urban Development, Women’s issues","AAMRAE is an indigenous and unconventional NGO with a mission to empower the poor by working on issues of development, both in rural and urban areas. The major thrust is on vulnerable and disadvantaged women and children. For reading its goal programmes undertaken are all community based with focus on preventive and rehabilitative aspects. Tweet",https://ngosindia.org/maharashtra-ngos/academy-for-mobilising-urban-rural-action-through-education-mumbai/
Mumbai,"Acil Navasarjan Rural Development Foundation, Mahim",".: 409 New Udyog Mandir, No 2 Moghul lane Mahim (West) Pin: 400016 Maharashtra","91224469341,0224452573",,anardefoundation@vsnl.net,https://twitter.com/share,Margarida Crasto,"Education, Employment, Environment, Health, Micro-enterprises, Poverty, Rural Development, Sanitation, Training, Urban Development, Water, Women’s issues","Our aim is integrated Development. We have a social base and human face. Our aim is to spread out in all the states in India and to reach out to the poor families, substantially increase their income and upgrade their Quality of Life. This can be achieved by empowerment of women, upgrading the skills of the youth through training. Watershed development healthcare and other activities which would benefit the community at large. Tweet",https://ngosindia.org/maharashtra-ngos/acil-navasarjan-rural-development-foundation-mahim/
Mumbai,"Acorn Foundation, Mumbai",".: 49/2359, BAndhra Shri Sai Kripa Society, 2nd Floor, Opp M.I.G Club, Gandhinagar Mumbai Pin: 400051 Maharashtra",912226428618,,dharaviproject@gmail.com,http://www.dharaviproject.org,Adv. Vinod Shetty,Community organising,"Organising unorganised workers, focus on ragpickers and waste collectors, recycling industry, hawkers and contract workers. Tweet",https://ngosindia.org/maharashtra-ngos/acorn-foundation-mumbai/
Mumbai,"Action for Good Governance and Networking in India, Mumbai",".: Peacock Palace Ground Floor, 69 Bhulabhai Desai Road, Breach Candy Mumbai Pin: 400026 Maharashtra","91223611327,0223622492",,agni@bom8.vsnl.net.in,https://twitter.com/share,Kiran Madan,"Law, Local Administration",It aims to return powers to citizens. It fosters working partnership between government and citizens and citizens groups. Tweet,https://ngosindia.org/maharashtra-ngos/action-for-good-governence-and-networking-in-india-mumbai/
Mumbai,"Acworth Municipal Hospital for Leprosy, Mumbai",".: Major Parmeshwaran Road, Wadala Mumbai Pin: 400031 Maharashtra","91224147256,0224184236",,acworth_leprosy_hosp@hotmail.com,https://twitter.com/share,Dr Waman Bhatki,Health,"The organisation is dedicated to provide all services to leprosy patients. However, as the scientific knowledge about leprosy and the nature of therapy changed, the organisational structure of ALH changed over last 100 years. Tweet",https://ngosindia.org/maharashtra-ngos/acworth-municipal-hospital-for-leprosy-mumbai/
Mumbai,"Adarsh Foundation, Mumbai","Bazme Furkan Madarsa, 68, Bermacell Railway Line, Umarwadi Road, Kurla Mumbai Maharashtra 400070",,9987648294,sujatasawant77@gmail.com,https://twitter.com/share,Sujata Sawant,"Child Welfare, Community Development, Women Development/Welfare.","Education, health, women empowerment, community development. Tweet",https://ngosindia.org/maharashtra-ngos/adarsh-foundation-mumbai/
Mumbai,"Aditya Foundation, Mumbai",".: 98, Deepak Drm.B.Raut Rd, Shivajipark, Dadar Mumbai Pin: 400028 Maharashtra",912224463915,,shilpkala9@gmail.com,https://twitter.com/share,Shilpa Deshmukh,Adivasi women and malnourished children.,"Upliftment of women, education for children. Tweet",https://ngosindia.org/maharashtra-ngos/aditya-foundation-mumbai/
Mumbai,"Adnyan Research & Educational Trust, Mumbai",".: 2/3, Sant Nirankari Bhavan, Naigoan, Dadar East Mumbai Pin: 400014 Maharashtra",912265182134,919967537639,adnyan@hotmail.com,https://twitter.com/share,Vijay S Shetty,Research & education,"To give free education slum & poor, arts & creative larning. Tweet",https://ngosindia.org/maharashtra-ngos/adnyan-research-educational-trust-mumbai/
Mumbai,"Akanksha Foundation, Mumbai",".: Voltas House C, T.B. Kadam Marg, Chinchpokli Mumbai Pin: 400033 Maharashtra",912223700253,,hr@akanksha.org,http://www.akanksha.org,Avantika Sinha,Education,"The Akanksha Foundation is a non-profit organization with the vision to one day equip all students with the education, skills and character they need to lead empowered lives. Akanksha works primarily in the field of education, addressing non formal education through the Akanksha centre and also formal education through the Akanksha Schools. Over the past 17 years, the organization has expanded from 15 children in one centre to over 3500 children in 63 centres, 2 Kindergarten centres and 4 schools. A commitment is made to support each child by giving him or her a strong educational foundation, a good time, self esteem and values, and to help them plan how they can earn a steady livelihood as a step towards improving their standard of living. Tweet",https://ngosindia.org/maharashtra-ngos/akanksha-foundation-mumbai/
Mumbai,"Akshara – A women’s Resource Centre, Mumbai",".: 501, Neelambari, 5th Floor, Road no 86, Opp. Portuguese Church Mumbai Pin: 400028 Maharashtra",91224316082,,aksharacentre@vsnl.com,https://twitter.com/share,Nandita Shah,Women’s issues,"Akshara works closely with young women in educational institutions, working class neighborhoods, Destitute homes, hostels and work place . Akshara believes in confronting all forms of discriminations and emphasising on an equal and just society. Tweet",https://ngosindia.org/maharashtra-ngos/akshara-a-womens-resource-centre-mumbai/
Mumbai,"Akshata Foundation, Mumbai",".: Balwadi Datta, Mandir Road Mumbai Pin: 400055 Maharashtra",,"919819112715,9109221259002",akshata_foundation@yahoo.com,http://www.akshata.org,Sandeep Gavali,An education centre for poor & under-privileged children,"Akshata foundation, a charitable trust, established in 2004-05, is a non-profit organization with a specific goal to survey and find-out the under privileged children in the society, who have potential but can not learn computer due to odd circumstances. Akshata help them to take proper education, provide them required educational aid to learn better. Akshata is serving in the field of education since last 4 years. Today we can proudly say that Akshata has successfully given computer education to more than 4000 poor children of the society at our own computer training centre called, softech computer education. Tweet",https://ngosindia.org/maharashtra-ngos/akshata-foundation-mumbai/
Mumbai,"Al Birr Foundation, Mumbai","1, Vanjara Mansion, Gunpowder Road, Mazgaon, Dockyard Road Mumbai Maharashtra 400010",,"9920955597,9702208451",albirr.foundation@gmail.com,https://www.albirr.in,"Tahir, Mr.Abid","Awareness Generation, Human Rights, Legal Awareness, Medical Relief, Social Awareness, Volunteers, Youth Leegal Aid For Non-Habitual Prisoners.",Leegal aid for non-habitual prisoners. Tweet,https://ngosindia.org/maharashtra-ngos/al-birr-foundation-mumbai/
Mumbai,"Ali Yavar Jung national Institute for the Hearing handicapped, Mumbai",".: K C Marg BAndhra Reclamation, BAndhra (West) Mumbai Pin: 400050 Maharashtra","91226400215,0226422638",,director@giasbom01.vsnl.net.in,http://www.ayjnihh.org,Noel Cunha,Disability,Tweet,https://ngosindia.org/maharashtra-ngos/ali-yavar-jung-national-institute-for-the-hearing-handicapped-mumbai/
Mumbai,"All India Human Rights & Citizen Option, Mumbai",".: Iraniwadi, Road No. 3, Kandivali (W) Mumbai Pin: 400067 Maharashtra",912228629305,,aihrco@gmail.com,http://www.aihrco.info,Rajesh Singh,Human rights,"One of the largest NGOs in India, we specialise in human rights, particularly women empowerment, child labour and AIDS awareness. Tweet",https://ngosindia.org/maharashtra-ngos/all-india-human-rights-citizen-option-mumbai/
Mumbai,"Anathpindak Seva Sangha, Mumbai",".: Torne Chawal Tembipada, Mumbai Mumbai Pin: 400078 Maharashtra",912225558156,,hemantbanale@gmail.com,https://twitter.com/share,,Welfare of poor peopal.,Improvement of poor SC-ST caste help to all poor peopal. Tweet,https://ngosindia.org/maharashtra-ngos/anathpindak-seva-sangha-mumbai/
Mumbai,"Andhra Karnataka Dalita Varga Sangha, Mumbai",".: BMC Chawl No.140/9, Near Periyar Chowk Mumbai Pin: 400017 Maharashtra",912224024684,,akdvsmumbai@yahoo.co.in,http://www.akdvs.com,Shankar Santi,Educational & social activity.,AKDVS has been focusing on education with an objective to make the same peoples friendly with an emphasis on creating a learning environment. Tweet,https://ngosindia.org/maharashtra-ngos/andhra-karnataka-dalita-varga-sangha-mumbai/
Mumbai,"Ankur Pratishthan, Mumbai",".: 16, Shivaji Park house, L.J.Road, Mahim Mumbai Pin: 400016 Maharashtra",,"919869866814,919869378827",ngoankur@gmail.com,https://twitter.com/share,Pranav Bhonde,To help under privilege childrens.,To support and promote the children who can not withstand in todays competitive world just due to lack of the strong support. Tweet,https://ngosindia.org/maharashtra-ngos/ankur-pratishthan-mumbai/
Mumbai,"Anmol Seva Samiti, Mumbai","2/37, J.S.S. Rd, Dhobitalao, Navjivanwadi Mumbai Maharashtra 400002",,9323551961,gopinathkhanvilkar@gmail.com,https://twitter.com/share,Gopinath Khanvilkar,Development (General).,To restore faith in humanity. Tweet,https://ngosindia.org/maharashtra-ngos/anmol-seva-samiti-mumbai/
Mumbai,"Annamrita – Iskcon Food Relief Foundation, Mumbai","19, Jaywant Industrial Estate, 63, Tardeo Road Mumbai Maharashtra 400034",02223531530,,pratima@annamrita.org,https://www.annamrita.org,Dilzad Khariwalla(Marketing Manager),"Child Welfare, Education Mid Day Meal.","Iskcon food relief foundation is a non-profit, non-religious, non-sectarian charitable trust. The purpose of annamrita is to liberate children from the cycle of illiteracy and hunger by serving mid-day meals to underprivileged children in municipality & government schools across india. This program is a strategic project of the government of indiaand is being implemented by iskcon food relief foundation (IFRF) under the brand name of annamrita in select schools across Delhi. As of now, we serve over 12 lakh mid-day meals to children every day from our various centers across india. Most of these children come from slums and tribal areas. The purpose of implementing the scheme is to facilitate the government in increasing the enrollment in these schools, reducing the dropout rate, improving the attendance & providing nutrition in these formative years for kids. Cooked in the most efficient and hygienic manner, this nutritious, sumptuous and sanctified meal consists of different menus such as khichdi, chapatti subji, rice sambar etc. [...]",https://ngosindia.org/maharashtra-ngos/annamrita-iskcon-food-relief-foundation-mumbai/
